13056.00,13312.00,13312.00,13312.00,13056.00,13312.00,13056.00,13824.00,14080.00,13056.00,14080.00,13312.00,14080.00,14080.00,13312.00,14080.00,14080.00,13824.00,14080.00,13312.00,12800.00,14080.00,12800.00,12800.00,13312.00,13312.00,13824.00,14080.00,13824.00,13824.00,13312.00,13824.00,14592.00,14080.00,14080.00,14592.00,14080.00,14080.00,14336.00,14592.00,14080.00,14336.00,15104.00,14592.00,14592.00,14080.00,14848.00,15104.00,14592.00,15104.00,15104.00,14848.00,14592.00,15104.00,14848.00,14592.00,14592.00,14080.00,14080.00,14080.00,14080.00,13824.00,13312.00,14080.00,13824.00,14080.00,13824.00,13824.00,13312.00,13312.00,13312.00,13312.00,13312.00,13312.00,13312.00,13312.00,14080.00,13312.00,13824.00,13824.00,14080.00,13312.00,14080.00,13312.00,14080.00,13824.00,13824.00,13824.00,13312.00,13312.00,12800.00,13056.00,14080.00,13824.00,14592.00,13824.00,13312.00,13824.00,14080.00,13824.00,14080.00,13312.00,13824.00,13312.00,14080.00,14080.00,13312.00,13824.00,14080.00,13056.00,13056.00,7680.00,7424.00,7424.00,7680.00,7424.00,7680.00,7936.00,8448.00,7936.00,8448.00,8448.00,7936.00,8448.00,9472.00,8960.00,8448.00,8960.00,8448.00,8448.00,9472.00,9472.00,8960.00,8448.00,8448.00,9472.00,10752.00,13056.00,13824.00,14592.00,14336.00,14080.00,14336.00,14336.00,14592.00,14848.00,14336.00,14848.00,14848.00,15104.00,14592.00,14080.00,14336.00,14336.00,15104.00,14848.00,15104.00,14848.00,14592.00,14592.00,14592.00,14336.00,14592.00,14336.00,15104.00,14336.00,15104.00,14848.00,15616.00,14848.00,15104.00,14080.00,14592.00,14592.00,15104.00,14848.00,14592.00,14592.00,15104.00,15104.00,14592.00,14592.00,14848.00,15104.00,15616.00,15616.00,15104.00,15104.00,15104.00,15104.00,15104.00,15104.00,15872.00,15104.00,14848.00,15104.00,15104.00,15104.00,15104.00,15872.00,15104.00,14848.00,14592.00,14848.00,15616.00,15104.00,14592.00,15616.00,15872.00,15872.00,15104.00,14848.00,15104.00,15104.00,14848.00,15872.00,15872.00,15104.00,15872.00,15104.00,14592.00,14592.00,15616.00,15872.00,16384.00,16384.00,16384.00,16128.00,15872.00,16128.00,16896.00,16640.00,16896.00,16896.00,16896.00,16896.00,16896.00,16896.00,16896.00,17664.00,17152.00,17920.00,17664.00,16640.00,17920.00,16640.00,18432.00,17152.00,17920.00,18176.00,17664.00,16896.00,17152.00,17920.00,18176.00,18176.00
12800.00,12800.00,13056.00,14080.00,14080.00,14336.00,14080.00,14080.00,13312.00,14080.00,12800.00,13312.00,13824.00,14080.00,14080.00,14080.00,13312.00,14080.00,13312.00,12800.00,12800.00,13312.00,13312.00,13312.00,13312.00,13824.00,14592.00,13824.00,14336.00,14080.00,14080.00,14592.00,14080.00,14080.00,14080.00,14080.00,14592.00,14592.00,14592.00,14592.00,14336.00,14592.00,15104.00,15104.00,14848.00,14848.00,15616.00,15616.00,15616.00,15104.00,15104.00,15104.00,14336.00,15104.00,15104.00,14848.00,15104.00,14592.00,14080.00,14080.00,14336.00,14592.00,14080.00,14080.00,14080.00,13312.00,14336.00,14080.00,13312.00,14592.00,14592.00,13312.00,13312.00,14080.00,13312.00,13824.00,14080.00,13824.00,14080.00,13824.00,14080.00,13824.00,14592.00,14080.00,13824.00,14080.00,14080.00,14080.00,13824.00,14080.00,13312.00,13312.00,13824.00,14080.00,14080.00,14592.00,14080.00,14592.00,13312.00,13312.00,13824.00,13312.00,14080.00,13824.00,14336.00,14592.00,14592.00,13312.00,13312.00,13312.00,13056.00,8704.00,7936.00,7936.00,7680.00,8448.00,8448.00,8960.00,7936.00,7936.00,9472.00,9216.00,9472.00,9728.00,10240.00,9728.00,9472.00,10240.00,9728.00,8960.00,10240.00,9728.00,9472.00,9728.00,9472.00,10496.00,10752.00,14336.00,14592.00,15104.00,15616.00,15616.00,15104.00,14592.00,14336.00,15104.00,14336.00,14848.00,14592.00,14848.00,15104.00,15616.00,14592.00,14848.00,14848.00,14848.00,14848.00,15616.00,15104.00,15616.00,14592.00,14592.00,14336.00,15104.00,15104.00,14848.00,14592.00,14848.00,15872.00,15104.00,14848.00,14336.00,14592.00,15104.00,14592.00,15104.00,15104.00,15104.00,14592.00,14848.00,15872.00,16128.00,15872.00,15616.00,15872.00,16128.00,15872.00,15872.00,15872.00,15872.00,15104.00,15616.00,15872.00,14592.00,15872.00,14848.00,15104.00,15104.00,14592.00,15104.00,14592.00,15104.00,15872.00,15872.00,15872.00,15872.00,15616.00,15872.00,15104.00,15872.00,15616.00,15872.00,15616.00,15616.00,15872.00,15616.00,15872.00,15872.00,15616.00,15104.00,14592.00,15616.00,15872.00,15872.00,16384.00,16384.00,16128.00,16384.00,16128.00,16384.00,16384.00,16896.00,16128.00,17152.00,16896.00,17152.00,17664.00,17664.00,17664.00,16896.00,16896.00,17664.00,17664.00,16384.00,16896.00,16640.00,17664.00,18432.00,18176.00,17664.00,17920.00,18176.00,18432.00,18176.00,17664.00,17664.00
12544.00,13312.00,14080.00,13312.00,14080.00,14080.00,13312.00,12800.00,12800.00,13312.00,13056.00,14080.00,13312.00,13824.00,13312.00,13312.00,14080.00,14080.00,13312.00,12800.00,13056.00,13312.00,12800.00,13312.00,14080.00,14080.00,13824.00,14080.00,14080.00,13312.00,13312.00,14080.00,14080.00,14592.00,14592.00,14080.00,14592.00,15104.00,14080.00,14592.00,15104.00,14592.00,15104.00,15104.00,15104.00,15104.00,15104.00,14592.00,15104.00,14592.00,14336.00,14080.00,14080.00,14592.00,14336.00,15104.00,15104.00,15104.00,15104.00,14848.00,14592.00,14592.00,14336.00,14592.00,14080.00,14080.00,14080.00,13312.00,13824.00,14592.00,14848.00,14080.00,14336.00,14592.00,14848.00,14592.00,14336.00,14848.00,14336.00,14848.00,14592.00,14080.00,14848.00,14592.00,14848.00,14592.00,13312.00,13312.00,13312.00,14080.00,13312.00,14336.00,13824.00,14592.00,14592.00,14592.00,14080.00,14592.00,14080.00,14080.00,14080.00,14080.00,14336.00,14848.00,15104.00,14336.00,14848.00,14592.00,13824.00,14080.00,13824.00,9216.00,8448.00,8448.00,8448.00,8448.00,8448.00,8960.00,9472.00,9728.00,9728.00,9216.00,11008.00,10752.00,11520.00,10496.00,10752.00,10496.00,10752.00,10240.00,11008.00,10752.00,11008.00,11008.00,10752.00,11264.00,12544.00,14848.00,14592.00,14592.00,15104.00,15104.00,14848.00,15104.00,15104.00,15872.00,15616.00,16128.00,15616.00,16128.00,15872.00,15872.00,14848.00,15872.00,15872.00,15104.00,15872.00,15616.00,15104.00,15872.00,14592.00,14848.00,15104.00,15104.00,14848.00,15104.00,14848.00,15616.00,15872.00,14592.00,15872.00,15104.00,14848.00,15104.00,15104.00,15616.00,15872.00,14592.00,14592.00,14592.00,14848.00,15872.00,15872.00,15616.00,15104.00,15872.00,15616.00,15872.00,15872.00,15872.00,15104.00,15104.00,15872.00,16384.00,15872.00,15104.00,14592.00,14592.00,15104.00,15872.00,14848.00,15104.00,15616.00,15616.00,16384.00,16128.00,16128.00,16384.00,15104.00,15104.00,15616.00,16128.00,15872.00,15104.00,15104.00,15104.00,15104.00,15104.00,15872.00,15616.00,15616.00,15872.00,15872.00,15872.00,15616.00,16384.00,15872.00,15872.00,15872.00,16384.00,15872.00,16384.00,16128.00,16896.00,16384.00,16896.00,17152.00,16896.00,17664.00,16896.00,17664.00,16896.00,17152.00,16896.00,17664.00,16896.00,17152.00,18176.00,18176.00,18176.00,18176.00,17152.00,18176.00,17664.00,17920.00,18688.00
13824.00,13312.00,13312.00,13312.00,14592.00,14080.00,14080.00,12800.00,13056.00,13312.00,13312.00,12800.00,13056.00,14080.00,14080.00,12800.00,13312.00,12800.00,13312.00,12800.00,13312.00,12544.00,13312.00,13056.00,13824.00,14080.00,14592.00,14336.00,14592.00,13312.00,14080.00,13312.00,14080.00,14592.00,14080.00,14080.00,14592.00,15104.00,14080.00,14592.00,15104.00,15104.00,14848.00,15872.00,14592.00,14848.00,15872.00,15616.00,15872.00,14848.00,15104.00,14592.00,14592.00,14848.00,14592.00,14592.00,15104.00,14592.00,14592.00,15104.00,14080.00,14080.00,14592.00,14336.00,14080.00,14080.00,14080.00,14336.00,15104.00,14848.00,15104.00,14336.00,14592.00,14336.00,15104.00,14080.00,14336.00,15104.00,14848.00,14592.00,14080.00,14336.00,15104.00,14336.00,14592.00,14592.00,14336.00,14592.00,14336.00,14336.00,14336.00,14592.00,14848.00,14848.00,14848.00,14848.00,14592.00,14848.00,14592.00,14848.00,14592.00,14848.00,14848.00,15104.00,15104.00,14592.00,14592.00,14336.00,15104.00,13824.00,14336.00,10496.00,8960.00,9472.00,8960.00,9216.00,9472.00,10240.00,9728.00,10240.00,11008.00,9728.00,11008.00,11264.00,11520.00,11520.00,11520.00,10752.00,11520.00,10752.00,11520.00,11264.00,12032.00,12288.00,12288.00,13056.00,14336.00,15104.00,15104.00,15104.00,15872.00,15616.00,15872.00,15872.00,15616.00,15872.00,16128.00,16384.00,16128.00,16384.00,15872.00,15104.00,15104.00,15616.00,15872.00,15616.00,16128.00,16896.00,16128.00,16128.00,16128.00,16384.00,15104.00,15616.00,15872.00,15616.00,16128.00,16128.00,16640.00,16384.00,15616.00,15616.00,15616.00,15616.00,15872.00,15104.00,15104.00,15872.00,15616.00,16128.00,15872.00,15616.00,15872.00,15872.00,15104.00,15616.00,16384.00,16128.00,16384.00,16128.00,15872.00,15872.00,15872.00,15872.00,15104.00,15104.00,15104.00,15104.00,15104.00,14592.00,14592.00,14848.00,15872.00,15872.00,15616.00,16384.00,16128.00,15872.00,15872.00,15616.00,15616.00,15872.00,15616.00,16384.00,16384.00,15872.00,15872.00,15616.00,15872.00,15872.00,15872.00,15104.00,15872.00,15104.00,16384.00,16384.00,15104.00,15104.00,15872.00,15872.00,15872.00,16128.00,16384.00,16384.00,16384.00,16640.00,17664.00,17152.00,17664.00,17664.00,18176.00,16896.00,17664.00,17664.00,17664.00,17152.00,17664.00,17920.00,18176.00,18176.00,17920.00,18176.00,17920.00,18176.00,18432.00,18688.00
13312.00,13312.00,12800.00,13312.00,13312.00,14080.00,13312.00,12800.00,13056.00,13312.00,12800.00,13056.00,13312.00,13056.00,14080.00,12800.00,13824.00,12800.00,14336.00,12800.00,13824.00,13312.00,12288.00,13056.00,14080.00,14080.00,13312.00,14592.00,13824.00,14080.00,14080.00,13824.00,14080.00,14080.00,14592.00,14592.00,14592.00,14080.00,14080.00,14592.00,14592.00,14592.00,15104.00,15872.00,15104.00,15104.00,14848.00,15872.00,15872.00,15104.00,14080.00,14336.00,14080.00,14592.00,15616.00,15104.00,15616.00,15104.00,14848.00,15104.00,14592.00,14592.00,14848.00,14848.00,14592.00,14336.00,14848.00,14848.00,14848.00,15872.00,15616.00,15616.00,16128.00,15616.00,15872.00,14592.00,15104.00,14848.00,15616.00,15104.00,14592.00,14592.00,14848.00,14848.00,14848.00,14848.00,14848.00,14848.00,15104.00,14848.00,15104.00,14848.00,15872.00,15616.00,16128.00,16128.00,15616.00,16640.00,16128.00,16384.00,16128.00,16640.00,16384.00,16128.00,15872.00,15616.00,15872.00,15872.00,15616.00,14848.00,14848.00,11008.00,10240.00,10496.00,9216.00,10240.00,10752.00,11264.00,10752.00,11008.00,12032.00,11520.00,11264.00,11520.00,11008.00,11520.00,11520.00,11520.00,11264.00,12288.00,11264.00,12288.00,12288.00,11520.00,12544.00,13824.00,14592.00,15104.00,14848.00,15104.00,15616.00,16384.00,15872.00,16384.00,16384.00,16640.00,16896.00,16896.00,16896.00,16384.00,16896.00,16384.00,15872.00,16128.00,16128.00,16896.00,16896.00,17152.00,17664.00,17664.00,16896.00,16896.00,16640.00,16384.00,16640.00,16896.00,16896.00,16384.00,16384.00,16384.00,16384.00,15872.00,16896.00,16896.00,16384.00,15872.00,15872.00,16384.00,15872.00,16128.00,16128.00,16384.00,16128.00,16384.00,15872.00,15872.00,16128.00,16896.00,16896.00,16384.00,15872.00,15872.00,15872.00,15104.00,15872.00,15872.00,15616.00,15616.00,15872.00,14848.00,14848.00,15104.00,15616.00,15872.00,15872.00,15616.00,16384.00,15872.00,15872.00,15872.00,15104.00,15616.00,15872.00,15872.00,15104.00,15872.00,15104.00,15104.00,15104.00,15872.00,15104.00,15872.00,15104.00,15616.00,16384.00,15872.00,16384.00,15872.00,15104.00,15616.00,15872.00,16128.00,16384.00,16128.00,16896.00,16896.00,16896.00,16896.00,16896.00,17664.00,17664.00,17664.00,16896.00,17664.00,17152.00,17664.00,17152.00,17664.00,18176.00,17664.00,17920.00,18176.00,17664.00,18176.00,18688.00,19456.00
13312.00,13312.00,13056.00,14080.00,14080.00,14080.00,14080.00,12800.00,13312.00,13056.00,12800.00,12800.00,12800.00,13824.00,14080.00,12800.00,14080.00,13056.00,13056.00,13312.00,13312.00,13312.00,12544.00,13824.00,14080.00,13312.00,13312.00,13312.00,14080.00,14080.00,13312.00,13312.00,13824.00,14080.00,14592.00,14080.00,14080.00,14592.00,14080.00,15104.00,14592.00,14592.00,15104.00,15104.00,15104.00,14848.00,15104.00,15616.00,15872.00,15104.00,14592.00,14848.00,14592.00,14848.00,15104.00,16128.00,16384.00,15616.00,15616.00,15616.00,15104.00,15616.00,15616.00,15872.00,15616.00,16128.00,16128.00,16384.00,16640.00,16384.00,16640.00,16896.00,16896.00,16384.00,16384.00,15616.00,16384.00,16640.00,16640.00,16384.00,15872.00,15872.00,16384.00,16640.00,16384.00,16640.00,16384.00,16640.00,16640.00,16384.00,15616.00,16384.00,16640.00,16384.00,16384.00,16384.00,16384.00,15872.00,16384.00,17152.00,16896.00,16896.00,16384.00,16384.00,16128.00,16384.00,16128.00,16384.00,16640.00,15872.00,15616.00,12032.00,11520.00,10752.00,10240.00,11264.00,11008.00,12032.00,11520.00,11264.00,12288.00,11264.00,11520.00,12032.00,12032.00,12288.00,11520.00,12032.00,12032.00,12544.00,12288.00,12544.00,12800.00,12544.00,13056.00,14080.00,14848.00,16128.00,16384.00,16384.00,16384.00,16384.00,16384.00,16896.00,16896.00,16896.00,16384.00,16384.00,16640.00,16896.00,16896.00,16384.00,16384.00,16640.00,16896.00,16384.00,17664.00,17664.00,17664.00,17664.00,16896.00,17664.00,17664.00,16896.00,16896.00,16384.00,16896.00,16384.00,16896.00,16896.00,16384.00,16128.00,16896.00,16896.00,16896.00,16896.00,16896.00,16128.00,16896.00,16896.00,16384.00,16384.00,16384.00,17152.00,17152.00,17664.00,16384.00,16896.00,16384.00,16896.00,15872.00,15872.00,15872.00,15872.00,15616.00,15872.00,15872.00,15872.00,16128.00,16128.00,15872.00,16128.00,15872.00,15616.00,15872.00,15872.00,15872.00,15872.00,15104.00,15104.00,15104.00,15616.00,15872.00,15872.00,16384.00,15872.00,15104.00,14592.00,14848.00,15872.00,15104.00,16128.00,15872.00,15872.00,15872.00,16384.00,15872.00,15872.00,15872.00,16640.00,16384.00,16384.00,16128.00,16384.00,16896.00,16384.00,16896.00,18176.00,16896.00,17664.00,16896.00,17664.00,16896.00,17664.00,16896.00,16896.00,17152.00,17664.00,18176.00,17664.00,17920.00,18176.00,17152.00,18176.00,18688.00,18176.00
12800.00,13056.00,14080.00,13824.00,14592.00,13312.00,13312.00,12800.00,13056.00,13312.00,13056.00,12800.00,13056.00,14080.00,13312.00,13056.00,14080.00,14336.00,14080.00,13312.00,13312.00,13056.00,12800.00,13056.00,14080.00,13312.00,14080.00,14080.00,13312.00,13056.00,13312.00,13824.00,14080.00,13312.00,14080.00,14592.00,14080.00,15104.00,14336.00,14080.00,14080.00,14592.00,14848.00,15104.00,14592.00,14848.00,14848.00,15872.00,15872.00,14592.00,14848.00,15104.00,14848.00,15104.00,15616.00,16384.00,16640.00,17152.00,17920.00,17664.00,16128.00,16384.00,16384.00,16896.00,16896.00,17152.00,16896.00,16640.00,16640.00,16896.00,16896.00,16640.00,16896.00,16896.00,16640.00,16896.00,16128.00,16640.00,16896.00,16384.00,16384.00,15872.00,16384.00,16896.00,16896.00,16896.00,16128.00,16896.00,16384.00,16384.00,15872.00,16128.00,16896.00,16384.00,16896.00,16896.00,16384.00,16384.00,16384.00,16896.00,16384.00,16640.00,16384.00,16640.00,16896.00,16384.00,16896.00,16640.00,16896.00,16384.00,14592.00,12800.00,11264.00,11520.00,11520.00,11520.00,11008.00,11520.00,12032.00,12288.00,12288.00,11520.00,12032.00,12800.00,12800.00,12288.00,12032.00,12800.00,12800.00,12800.00,12544.00,12288.00,12800.00,13312.00,12800.00,13824.00,14592.00,15616.00,16384.00,16128.00,16896.00,16640.00,16384.00,17664.00,16896.00,16384.00,16640.00,17152.00,17664.00,17664.00,17664.00,16384.00,16640.00,16896.00,16384.00,16384.00,16896.00,16896.00,18176.00,18176.00,17664.00,17664.00,17152.00,16896.00,16896.00,16896.00,16384.00,16384.00,16896.00,16896.00,16384.00,16384.00,16384.00,16384.00,16384.00,16896.00,16896.00,16384.00,16896.00,16384.00,16384.00,16896.00,16896.00,17920.00,17664.00,17664.00,16896.00,18176.00,16896.00,17664.00,15872.00,15872.00,15104.00,15616.00,15104.00,15872.00,15872.00,15104.00,15616.00,15872.00,14848.00,15872.00,16128.00,16384.00,15616.00,15872.00,15104.00,15616.00,15872.00,15616.00,15872.00,15872.00,15104.00,15872.00,15104.00,15104.00,14592.00,15104.00,15104.00,15616.00,15872.00,15872.00,15616.00,16384.00,16384.00,16384.00,15872.00,16384.00,15616.00,16384.00,15872.00,16128.00,16128.00,16640.00,16896.00,16896.00,17664.00,18176.00,17152.00,17920.00,16896.00,16896.00,17664.00,17152.00,16896.00,17152.00,17664.00,17152.00,18176.00,18688.00,17664.00,16896.00,17664.00,17920.00,18688.00,18688.00
12800.00,13056.00,13824.00,14592.00,14592.00,13312.00,13312.00,13056.00,13312.00,12800.00,13312.00,13056.00,14080.00,14080.00,13824.00,13312.00,13056.00,14080.00,12800.00,13312.00,13056.00,13312.00,12544.00,13312.00,12800.00,14080.00,14080.00,14080.00,13824.00,14080.00,13056.00,13824.00,14080.00,13312.00,13312.00,14592.00,14080.00,14848.00,15104.00,15104.00,14592.00,15104.00,14592.00,14592.00,14848.00,15104.00,15104.00,14592.00,14848.00,15872.00,14592.00,14848.00,14848.00,15104.00,16128.00,16640.00,17920.00,18176.00,18176.00,16384.00,17664.00,16896.00,16384.00,16384.00,16640.00,17664.00,16640.00,16896.00,17152.00,17152.00,17664.00,17664.00,16896.00,16896.00,16384.00,16640.00,16640.00,16896.00,16384.00,16384.00,16896.00,15872.00,16384.00,16384.00,16384.00,16384.00,16384.00,16384.00,16128.00,16384.00,15872.00,16896.00,16128.00,16896.00,16384.00,16896.00,15872.00,15872.00,15872.00,15872.00,16128.00,16896.00,16384.00,16640.00,17152.00,16896.00,16384.00,16896.00,16384.00,16384.00,15104.00,11520.00,12288.00,11264.00,11008.00,11264.00,11520.00,12288.00,12288.00,11520.00,11520.00,12288.00,12544.00,13056.00,13312.00,13312.00,12800.00,12544.00,12288.00,12544.00,12800.00,12800.00,13056.00,13312.00,13312.00,14080.00,14848.00,16384.00,16640.00,16896.00,16384.00,16896.00,16640.00,17664.00,16896.00,16896.00,16896.00,16896.00,16896.00,16896.00,16384.00,16384.00,16384.00,16640.00,16640.00,17152.00,16896.00,16896.00,17664.00,17664.00,17664.00,16896.00,17664.00,16384.00,16384.00,16640.00,16896.00,17152.00,17664.00,16384.00,16384.00,16896.00,16640.00,16896.00,16896.00,16896.00,16384.00,16896.00,16640.00,16384.00,17152.00,17664.00,17152.00,17664.00,17664.00,18176.00,16896.00,17664.00,17664.00,17664.00,16896.00,16896.00,15872.00,16640.00,15872.00,15872.00,15872.00,15872.00,15872.00,15104.00,15104.00,15616.00,15872.00,16128.00,15872.00,15872.00,15616.00,15872.00,15616.00,16384.00,15616.00,15872.00,15104.00,15616.00,15616.00,15872.00,15104.00,14848.00,14592.00,15872.00,15104.00,15104.00,15872.00,15104.00,15104.00,15104.00,15104.00,16384.00,15104.00,16128.00,15872.00,16640.00,16384.00,17152.00,16896.00,16896.00,16896.00,17152.00,18176.00,18432.00,17152.00,16896.00,17152.00,17664.00,16896.00,18432.00,17664.00,18176.00,17920.00,18688.00,18176.00,17664.00,17664.00,17920.00,17920.00,18688.00
13056.00,14080.00,14592.00,14592.00,14336.00,14592.00,14336.00,14080.00,14080.00,13056.00,14080.00,14080.00,14080.00,14080.00,14080.00,13056.00,13312.00,12800.00,12800.00,13312.00,12800.00,12544.00,12800.00,13312.00,13056.00,13312.00,14080.00,14080.00,13312.00,13824.00,14080.00,14080.00,13312.00,13312.00,13824.00,14592.00,14592.00,14592.00,14848.00,15104.00,14848.00,15104.00,14592.00,14848.00,15104.00,14848.00,14592.00,14592.00,15104.00,15104.00,14592.00,15872.00,15872.00,16128.00,17920.00,18176.00,18688.00,18176.00,18176.00,18176.00,16640.00,17664.00,16896.00,17920.00,17664.00,16896.00,16896.00,17664.00,17664.00,17664.00,17664.00,17664.00,16384.00,16384.00,16384.00,17152.00,16896.00,16384.00,16384.00,15872.00,16384.00,16384.00,16384.00,16640.00,17152.00,16896.00,16896.00,16128.00,16896.00,16896.00,15872.00,16384.00,16128.00,16896.00,16896.00,15872.00,15872.00,16896.00,15872.00,16640.00,16896.00,16896.00,16384.00,16384.00,16896.00,17152.00,16896.00,16896.00,16384.00,16384.00,15104.00,12288.00,12288.00,12544.00,12288.00,12544.00,11520.00,12032.00,12800.00,12800.00,12288.00,13056.00,13312.00,13312.00,12800.00,13312.00,13056.00,13312.00,13056.00,13312.00,13312.00,13056.00,14080.00,14080.00,13312.00,14336.00,16128.00,16640.00,16640.00,16896.00,16384.00,16896.00,16896.00,17664.00,16896.00,16896.00,17152.00,17664.00,17664.00,17664.00,16384.00,16896.00,16384.00,16896.00,16384.00,16896.00,16384.00,16896.00,16896.00,17152.00,17664.00,16896.00,16384.00,16896.00,16640.00,16896.00,17152.00,17664.00,17664.00,16384.00,15872.00,16128.00,16896.00,16384.00,16640.00,17664.00,16896.00,16640.00,16896.00,16896.00,17664.00,17152.00,16896.00,17152.00,17664.00,16896.00,17664.00,17664.00,16896.00,16896.00,17664.00,16896.00,16128.00,16384.00,15104.00,15616.00,15872.00,15872.00,15104.00,15104.00,15616.00,15872.00,15872.00,16640.00,16384.00,16384.00,16128.00,15872.00,15872.00,15872.00,16384.00,16384.00,16384.00,15872.00,15872.00,14592.00,14592.00,15104.00,14592.00,15872.00,14592.00,15872.00,15872.00,15104.00,15104.00,15872.00,15616.00,15872.00,15872.00,16384.00,16384.00,16896.00,16128.00,17152.00,16896.00,17664.00,17664.00,17664.00,16384.00,17152.00,18176.00,17664.00,18176.00,18176.00,16896.00,18176.00,16896.00,17920.00,18176.00,18688.00,17664.00,17664.00,17920.00,18688.00,18432.00,19456.00
14080.00,13312.00,13312.00,14336.00,14080.00,14336.00,14592.00,13312.00,13056.00,13312.00,12800.00,13824.00,14080.00,14080.00,12800.00,13312.00,13824.00,13312.00,13312.00,13312.00,12288.00,12288.00,12800.00,12800.00,12800.00,12800.00,13824.00,13312.00,14080.00,14080.00,13312.00,13312.00,13312.00,14080.00,14080.00,14336.00,14592.00,14080.00,15104.00,14848.00,14592.00,15104.00,15104.00,15104.00,14592.00,15104.00,14336.00,14592.00,14592.00,15872.00,14592.00,15104.00,16128.00,17920.00,18176.00,16896.00,18176.00,16896.00,16896.00,16896.00,16640.00,17664.00,16896.00,17664.00,16384.00,16384.00,16896.00,16896.00,17664.00,17664.00,17664.00,16640.00,16896.00,16896.00,16640.00,16896.00,16640.00,16384.00,15872.00,15872.00,15872.00,16384.00,16384.00,16640.00,16896.00,16128.00,16384.00,15872.00,16384.00,16384.00,16128.00,16384.00,16384.00,16640.00,16896.00,16384.00,15872.00,16384.00,16384.00,16384.00,16384.00,16640.00,16896.00,16896.00,17664.00,17664.00,17664.00,16896.00,16640.00,16384.00,15104.00,13312.00,12544.00,12800.00,12032.00,12800.00,12032.00,12800.00,12288.00,12800.00,12544.00,12800.00,12800.00,12800.00,12800.00,13312.00,12800.00,13056.00,13312.00,12800.00,12800.00,14080.00,13312.00,13312.00,13824.00,14848.00,16128.00,16384.00,16384.00,16384.00,17152.00,16896.00,16384.00,16384.00,16384.00,16896.00,16896.00,17664.00,17664.00,16896.00,16384.00,16896.00,16384.00,17152.00,16896.00,16896.00,16896.00,16384.00,16896.00,17664.00,16640.00,16896.00,16384.00,16896.00,16896.00,16384.00,17664.00,16896.00,16640.00,16384.00,16384.00,16384.00,16384.00,16640.00,16896.00,16896.00,16896.00,16896.00,16640.00,16896.00,17664.00,17664.00,16896.00,17664.00,16896.00,17664.00,16896.00,16896.00,16896.00,16384.00,16384.00,16896.00,16896.00,16896.00,16128.00,16384.00,15616.00,15872.00,14848.00,15872.00,15104.00,15104.00,15616.00,16384.00,16384.00,16384.00,16384.00,15872.00,16384.00,16384.00,16384.00,15872.00,16384.00,15616.00,15872.00,15872.00,15616.00,15872.00,14848.00,15872.00,15104.00,15104.00,15616.00,15872.00,15872.00,15872.00,15104.00,15104.00,16128.00,16896.00,16896.00,16384.00,16640.00,16896.00,16384.00,16384.00,16384.00,16384.00,17664.00,17664.00,17664.00,16896.00,17920.00,18432.00,18176.00,18176.00,16896.00,17664.00,18176.00,18176.00,17664.00,16896.00,18176.00,18432.00,19456.00,19456.00
